Var,0182,0049,0030,0081,0075,0128,0065,0072,0093,0224,0004,0042,0019,0061,1004,0038,0036,0129,0073,0082,0097,0046,0086,0223,0231,0095,0198,0094,0130,0057,0122,0024,0185,0227,0233,0216,0009,0138,0059,0078,0232,0186,0142,0226,0099,0229,0031,0217,0125,0003,0063,0220,0211,0225,0058,0136,0113,0188,0184,0011,0133,0200,0021,0205,0219,0132,0115,0121,0091,0083,0234
ACTIVO,BANCO BILBAO VIZCAYA ARGENTARIA,BANCO SANTANDER ,BANCO ESPAÑOL DE CRÉDITO ,BANCO SABADELL,BANCO POPULAR ESPAÑOL ,BANKINTER ,BARCLAYS BANK ,BANCO PASTOR ,BANCO DE VALENCIA,SANTANDER CONSUMER FINANCE,BANCO DE ANDALUCÍA,BANCO GUIPUZCOANO,DEUTSCHE BANK S.A.E.,BANCA MARCH,BANCO DE CRÉDITO LOCAL DE ESPAÑA,BANESTO BANCO DE EMISIONES ,SANTANDER INVESTMENT,BBVA BANCO DE FINANCIACIÓN,OPEN BANK SANTANDER CONSUMER,BANCO DE CASTILLA ,BANCO DE GALICIA,BANCO GALLEGO,BANCO BANIF,GENERAL ELECTRIC CAPITAL BANK,DEXIA SABADELL,BANCO DE VASCONIA ,BANCO COOPERATIVO ESPAÑOL ,RBC DEXIA INVESTOR SERVICES ESPAÑA,BANCO CAIXA GERAL,BANCO DEPOSITARIO BBVA ,CITIBANK ESPAÑA ,BANCO DE CRÉDITO BALEAR,BANCO URQUIJO SABADELL BANCA PRIVADA ,UNO-E BANK,POPULAR BANCA PRIVADA,BANCO POPULAR HIPOTECARIO ,"FINANZIA, BANCO DE CRÉDITO ",BANKOA ,BANCO DE MADRID ,BANCA PUEYO,BANCO INVERSIS,"BANCO DE FINANZAS E INVERSIONES, (FIBANC)",BANCO DE LA PEQUEÑA Y MEDIANA EMPRESA,UBS BANK,ALTAE BANCO,BANCOPOPULAR-E,BANCO ETCHEVERRÍA ,BANCO HALIFAX HISPANIA,BANCOFAR ,BANCO DE DEPÓSITOS,BANCO DE SERVICIOS FINANCIEROS CAJA MADRID - MAPFRE,BANCO FINANTIA SOFINLOC ,EBN BANCO DE NEGOCIOS,BANCO CETELEM,BNP PARIBAS ESPAÑA ,ARESBANK ,BANCO INDUSTRIAL DE BILBAO ,BANCO ALCALÁ ,BANCO EUROPEO DE FINANZAS,ALLFUNDS BANK,MICROBANK DE LA CAIXA,PRIVAT BANK ,BANCO CONDAL ,DEUTSCHE BANK CREDIT ,BANQUE MAROCAINE DU COMMERCE EXTERIEUR INTERNATIONAL,BANCO DE PROMOCIÓN DE NEGOCIOS ,BANCO LIBERTA,BANCO OCCIDENTAL ,BANCO DE ALBACETE ,BANCO ALICANTINO DE COMERCIO,BANCO CAMINOS
1. CAJA Y DEPÓSITOS EN BANCOS CENTRALES ..........................................................................................................,"40,26,691","35,76,120","7,28,862","10,73,058","8,32,262","6,83,727","9,04,655","7,40,001","69,150","72,403","1,60,933","1,45,682","2,52,033","1,80,502","19,212",0,"69,740","1,01,050","83,138","80,360","47,272","85,351","1,76,369","8,382","24,658","49,634","3,95,626","4,184","44,441",0,"76,841","40,857","26,668","20,654","10,548",32,3,"17,886","7,210","18,440","5,972","5,615","22,421","24,773","27,931","3,687","8,885","49,289","1,779","6,724",106,"1,006","2,461",8,"5,906","35,754",0,715,8,8,0,930,339,40,536,0,0,0,0,0,"16,670"
2. CARTERA DE NEGOCIACIÓN ..................................................................................................................................................................................,"4,25,00,018","6,85,57,900","49,72,369","3,35,174","12,96,648","17,27,453","77,291","3,78,703","21,456","78,839","2,43,570","72,966","6,75,831","12,733","84,360","1,27,081","3,393","3,40,945",0,"5,741","9,584","1,960","1,45,029",0,"73,501","55,850","14,81,084","59,662",0,0,"1,417","2,266","7,263",94,146,0,85,"1,771",296,1,"19,807",94,"11,453","10,970",0,3,"1,159",0,556,0,0,55,"47,594",0,13,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,72
2.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3. Crédito a la clientela ......................................................................................................................................................................,0,"41,004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4. Valores representativos de deuda ..........................................................................................................,"1,51,76,772","2,30,60,510","1,13,357",57,"64,201","14,49,507","1,086","2,99,757",0,0,0,"48,966","5,264",0,0,0,0,0,0,0,0,0,"1,187",0,0,0,"13,63,198",578,0,0,0,0,0,0,0,0,0,0,0,0,"15,433",0,"8,093",0,0,0,999,0,0,0,0,0,"41,717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
2.5. Otros instrumentos de capital ..........................................................................................................,"63,77,392","33,59,562","14,01,281",0,"1,05,895","1,04,938",0,"4,536",0,0,0,288,0,"1,203",0,0,0,0,0,0,0,0,0,0,0,0,"16,213",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,374",0,"2,263",0,0,0,0,0,0,0,0,0,"1,849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6. Derivados de negociación ......................................................................................................................................................................,"2,09,45,854","4,20,96,824","34,57,731","3,35,117","11,26,552","1,73,008","76,205","74,410","21,456","78,839","2,43,570","23,712","6,70,567","11,530","84,360","1,27,081","3,393","3,40,945",0,"5,741","9,584","1,960","1,43,842",0,"73,501","55,850","1,01,673","6,668",0,0,"1,417","2,266","7,263",94,146,0,85,"1,771",296,1,0,94,"1,097","10,970",0,3,160,0,556,0,0,55,"4,028",0,13,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Prestados o en garantía ..........................................................................................................,"59,56,222","93,08,262","73,201",0,"2,614","9,62,417",0,0,0,0,0,"48,823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,14,559","43,496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
