Var,0182,0049,0030,0081,0075,0128,0065,0072,0093,0224,0004,0042,0019,0061,1004,0038,0036,0129,0073,0082,0097,0046,0086,0223,0231,0095,0198,0094,0130,0057,0122,0024,0185,0227,0233,0216,0009,0138,0059,0078,0232,0186,0142,0226,0099,0229,0031,0217,0125,0003,0063,0220,0211,0225,0058,0136,0113,0188,0184,0011,0133,0200,0021,0205,0219,0132,0115,0121,0091,0083,0234
ACTIVO,BANCO BILBAO VIZCAYA ARGENTARIA,BANCO SANTANDER ,BANCO ESPAÑOL DE CRÉDITO ,BANCO SABADELL,BANCO POPULAR ESPAÑOL ,BANKINTER ,BARCLAYS BANK ,BANCO PASTOR ,BANCO DE VALENCIA,SANTANDER CONSUMER FINANCE,BANCO DE ANDALUCÍA,BANCO GUIPUZCOANO,DEUTSCHE BANK S.A.E.,BANCA MARCH,BANCO DE CRÉDITO LOCAL DE ESPAÑA,BANESTO BANCO DE EMISIONES ,SANTANDER INVESTMENT,BBVA BANCO DE FINANCIACIÓN,OPEN BANK SANTANDER CONSUMER,BANCO DE CASTILLA ,BANCO DE GALICIA,BANCO GALLEGO,BANCO BANIF,GENERAL ELECTRIC CAPITAL BANK,DEXIA SABADELL,BANCO DE VASCONIA ,BANCO COOPERATIVO ESPAÑOL ,RBC DEXIA INVESTOR SERVICES ESPAÑA,BANCO CAIXA GERAL,BANCO DEPOSITARIO BBVA ,CITIBANK ESPAÑA ,BANCO DE CRÉDITO BALEAR,BANCO URQUIJO SABADELL BANCA PRIVADA ,UNO-E BANK,POPULAR BANCA PRIVADA,BANCO POPULAR HIPOTECARIO ,"FINANZIA, BANCO DE CRÉDITO ",BANKOA ,BANCO DE MADRID ,BANCA PUEYO,BANCO INVERSIS,"BANCO DE FINANZAS E INVERSIONES, (FIBANC)",BANCO DE LA PEQUEÑA Y MEDIANA EMPRESA,UBS BANK,ALTAE BANCO,BANCOPOPULAR-E,BANCO ETCHEVERRÍA ,BANCO HALIFAX HISPANIA,BANCOFAR ,BANCO DE DEPÓSITOS,BANCO DE SERVICIOS FINANCIEROS CAJA MADRID - MAPFRE,BANCO FINANTIA SOFINLOC ,EBN BANCO DE NEGOCIOS,BANCO CETELEM,BNP PARIBAS ESPAÑA ,ARESBANK ,BANCO INDUSTRIAL DE BILBAO ,BANCO ALCALÁ ,BANCO EUROPEO DE FINANZAS,ALLFUNDS BANK,MICROBANK DE LA CAIXA,PRIVAT BANK ,BANCO CONDAL ,DEUTSCHE BANK CREDIT ,BANQUE MAROCAINE DU COMMERCE EXTERIEUR INTERNATIONAL,BANCO DE PROMOCIÓN DE NEGOCIOS ,BANCO LIBERTA,BANCO OCCIDENTAL ,BANCO DE ALBACETE ,BANCO ALICANTINO DE COMERCIO,BANCO CAMINOS
1. CAJA Y DEPÓSITOS EN BANCOS CENTRALES ..........................................................................................................,"30,14,154","1,49,72,781","8,59,608","9,87,717","22,72,601","3,28,839","9,22,306","3,90,447","1,79,701","1,04,145","1,49,785","1,89,220","2,28,861","1,77,212","68,646",0,"58,096","1,15,599","74,295","70,211","50,521","49,269","60,132","10,756","7,897","46,861","11,26,096","10,442","40,479",0,"29,338","31,636","29,458","19,584","10,091",50,74,"42,505","6,269","24,598","10,258","4,943","18,255","19,860","23,065","3,460","7,963","40,396","10,323","5,571",106,"1,041","1,353",7,"4,728","2,34,332",0,473,4,17,0,880,,32,"1,032",0,0,0,0,0,"18,921"
2. CARTERA DE NEGOCIACIÓN ..................................................................................................................................................................................,"6,27,61,825","7,98,86,773","63,38,688","11,59,020","18,84,858","34,72,634","1,00,969","4,98,231","61,702","1,61,332","3,49,874","5,06,181","6,73,017","16,887","97,346","2,34,018","19,555","3,14,079",412,"20,323","24,938","7,048","1,92,453",0,"89,951","93,249","17,47,589","29,412",0,0,"1,350","5,423","13,288",28,"2,709",0,0,"7,984",338,0,"29,949",2,"2,206","16,189",0,17,"1,304",0,404,0,0,20,"60,686",0,39,0,0,0,0,98,0,0,,0,0,0,0,0,0,0,0
2.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2.3. Crédito a la clientela ......................................................................................................................................................................,0,"26,572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2.4. Valores representativos de deuda ..........................................................................................................,"1,60,05,827","2,01,13,391","5,79,825",59,"54,282","28,70,790",670,"4,04,256",0,0,0,"4,37,273","6,708",0,0,0,0,0,0,0,0,0,"1,520",0,0,0,"15,75,039",286,0,0,0,0,0,0,710,0,0,"6,100",0,0,"17,064",0,"1,200",0,0,0,"1,034",0,0,0,0,0,"49,112",0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2.5. Otros instrumentos de capital ..........................................................................................................,"63,74,814","27,94,639","9,27,102",0,"33,054","76,026",0,"2,470",0,0,0,174,0,0,0,0,0,0,412,0,0,0,0,0,0,0,"13,200",0,0,0,0,0,0,0,0,0,0,0,0,0,"12,885",0,0,0,0,0,36,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2.6. Derivados de negociación ......................................................................................................................................................................,"4,03,81,184","5,69,52,171","48,31,761","11,58,961","17,97,522","5,25,818","1,00,299","91,505","61,702","1,61,332","3,49,874","68,734","6,66,309","16,887","97,346","2,34,018","19,555","3,14,079",0,"20,323","24,938","7,048","1,90,933",0,"89,951","93,249","1,59,350","1,258",0,0,"1,350","5,423","13,288",28,"1,999",0,0,"1,884",338,0,0,2,"1,006","16,189",0,17,234,0,404,0,0,20,"11,335",0,39,0,0,0,0,98,0,0,,0,0,0,0,0,0,0,0
Pro-memoria: Prestados o en garantía ..........................................................................................................,"50,11,734","67,28,958","4,84,478",0,"26,721","23,03,584",0,0,0,0,0,"4,25,009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,38,880","16,707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,"23,881",0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
