Var,0182,0049,0030,0081,0075,0128,0065,0072,0093,0224,0004,0042,0019,0061,1004,0038,0036,0129,0073,0082,0097,0046,0086,0223,0231,0095,0198,0094,0130,0057,0122,0024,0185,0227,0233,0216,0009,0138,0059,0078,0232,0186,0142,0226,0099,0229,0031,0217,0125,0003,0063,0220,0211,0225,0058,0136,0113,0188,0184,0011,0133,0200,0021,0205,0219,0132,0115,0121,0091,0083,0234
ACTIVO,BANCO BILBAO VIZCAYA ARGENTARIA,BANCO SANTANDER ,BANCO ESPAÑOL DE CRÉDITO ,BANCO SABADELL,BANCO POPULAR ESPAÑOL ,BANKINTER ,BARCLAYS BANK ,BANCO PASTOR ,BANCO DE VALENCIA,SANTANDER CONSUMER FINANCE,BANCO DE ANDALUCÍA,BANCO GUIPUZCOANO,DEUTSCHE BANK S.A.E.,BANCA MARCH,BANCO DE CRÉDITO LOCAL DE ESPAÑA,BANESTO BANCO DE EMISIONES ,SANTANDER INVESTMENT,BBVA BANCO DE FINANCIACIÓN,OPEN BANK SANTANDER CONSUMER,BANCO DE CASTILLA ,BANCO DE GALICIA,BANCO GALLEGO,BANCO BANIF,GENERAL ELECTRIC CAPITAL BANK,DEXIA SABADELL,BANCO DE VASCONIA ,BANCO COOPERATIVO ESPAÑOL ,RBC DEXIA INVESTOR SERVICES ESPAÑA,BANCO CAIXA GERAL,BANCO DEPOSITARIO BBVA ,CITIBANK ESPAÑA ,BANCO DE CRÉDITO BALEAR,BANCO URQUIJO SABADELL BANCA PRIVADA ,UNO-E BANK,POPULAR BANCA PRIVADA,BANCO POPULAR HIPOTECARIO ,"FINANZIA, BANCO DE CRÉDITO ",BANKOA ,BANCO DE MADRID ,BANCA PUEYO,BANCO INVERSIS,"BANCO DE FINANZAS E INVERSIONES, (FIBANC)",BANCO DE LA PEQUEÑA Y MEDIANA EMPRESA,UBS BANK,ALTAE BANCO,BANCOPOPULAR-E,BANCO ETCHEVERRÍA ,BANCO HALIFAX HISPANIA,BANCOFAR ,BANCO DE DEPÓSITOS,BANCO DE SERVICIOS FINANCIEROS CAJA MADRID - MAPFRE,BANCO FINANTIA SOFINLOC ,EBN BANCO DE NEGOCIOS,BANCO CETELEM,BNP PARIBAS ESPAÑA ,ARESBANK ,BANCO INDUSTRIAL DE BILBAO ,BANCO ALCALÁ ,BANCO EUROPEO DE FINANZAS,ALLFUNDS BANK,MICROBANK DE LA CAIXA,PRIVAT BANK ,BANCO CONDAL ,DEUTSCHE BANK CREDIT ,BANQUE MAROCAINE DU COMMERCE EXTERIEUR INTERNATIONAL,BANCO DE PROMOCIÓN DE NEGOCIOS ,BANCO LIBERTA,BANCO OCCIDENTAL ,BANCO DE ALBACETE ,BANCO ALICANTINO DE COMERCIO,BANCO CAMINOS
1. CAJA Y DEPÓSITOS EN BANCOS CENTRALES ..........................................................................................................,"34,47,916","29,06,598","20,73,980","8,63,662","10,23,799","2,66,851","5,29,014","4,89,511","58,569","1,30,659","1,69,194","1,31,805","1,87,247","1,58,847","1,15,394",0,"33,506","1,00,670","66,497","64,976","70,312","1,71,459","61,968","14,659","14,314","37,944","1,85,549","5,784","25,040",0,"25,510","37,876","27,870","20,954","10,387",80,4,"19,415","7,853","15,566","8,678","5,898","14,726","29,745","25,114","3,562","11,690","37,343","2,216","5,892",106,"1,006","2,054",8,"3,218","20,226",0,604,5,14,0,812,340,49,438,0,0,0,0,0,"11,085"
2. CARTERA DE NEGOCIACIÓN ..................................................................................................................................................................................,"4,18,83,797","6,62,56,875","52,29,515","3,99,804","19,76,857","14,17,691","76,458","3,19,275","19,530","59,936","2,30,545","60,939","7,18,631","13,080","63,864","1,33,903",941,"3,53,271",0,"6,641","10,490","1,632","1,40,556",0,"72,637","53,267","13,56,266","3,89,589",0,0,"1,417","2,460","8,555",110,"1,246",0,99,"1,841",341,4,"17,102",11,"11,790","3,986",0,3,113,0,553,0,0,22,"52,398",0,4,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,80
2.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,83,759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3. Crédito a la clientela ......................................................................................................................................................................,0,"61,883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4. Valores representativos de deuda ..........................................................................................................,"1,60,14,296","2,41,67,792","2,55,590",56,"65,440","11,14,321",706,"2,45,372",0,0,0,"34,907","3,739",0,0,0,0,0,0,0,0,0,"3,242",0,0,0,"12,48,989",570,0,0,0,0,0,0,0,0,0,0,0,0,"12,370",0,"8,379",0,0,0,0,0,0,0,0,0,"45,555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
2.5. Otros instrumentos de capital ..........................................................................................................,"66,90,385","38,04,616","13,40,156",0,"7,30,352","1,06,722",0,"4,831",0,0,0,281,0,"1,192",0,0,0,0,0,0,0,0,0,0,0,0,"16,169",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,732",0,"2,289",0,0,0,0,0,0,0,0,0,"1,826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6. Derivados de negociación ......................................................................................................................................................................,"1,91,79,116","3,82,22,584","36,33,769","3,99,748","11,81,065","1,96,648","75,752","69,072","19,530","59,936","2,30,545","25,751","7,14,892","11,888","63,864","1,33,903",941,"3,53,271",0,"6,641","10,490","1,632","1,37,314",0,"72,637","53,267","91,108","5,260",0,0,"1,417","2,460","8,555",110,"1,246",0,99,"1,841",341,4,0,11,"1,122","3,986",0,3,113,0,553,0,0,22,"5,017",0,4,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Prestados o en garantía ..........................................................................................................,"51,07,110","1,27,31,409","2,18,609",0,"25,338","7,26,213",0,0,0,0,0,"34,616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,78,390","3,62,993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,"28,181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
