Var,0182,0049,0030,0081,0075,0128,0072,0038,0065,1004,0093,0019,0004,0129,0036,0224,0042,0061,0073,0082,0086,0097,0198,0130,0046,0112,0095,0131,0231,0057,0228,0122,0094,0024,0227,0223,0185,0142,0138,0186,0216,0078,0003,0222,0031,0125,0217,0229,0233,0063,0079,0058,0211,0113,0225,0226,0059,0188,0232,0009,0099,0133,0220,0200,0184,0021,0205,0136,0132,0219,0011,0115,0121,0091,0083,
ACTIVO,BANCO BILBAO VIZCAYA ARGENTARIA,BANCO SANTANDER CENTRAL HISPANO ,BANCO ESPAÑOL DE CRÉDITO ,BANCO SABADELL,BANCO POPULAR ESPAÑOL ,BANKINTER ,BANCO PASTOR ,BANESTO BANCO DE EMISIONES ,BARCLAYS BANK ,BANCO DE CRÉDITO LOCAL DE ESPAÑA,BANCO DE VALENCIA,DEUTSCHE BANK S.A.E.,BANCO DE ANDALUCÍA,BBVA BANCO DE FINANCIACIÓN,SANTANDER INVESTMENT SERVICES,SANTANDER CONSUMER FINANCE,BANCO GUIPUZCOANO,BANCA MARCH,OPEN BANK SANTANDER CONSUMER,BANCO DE CASTILLA ,BANCO BANIF,BANCO DE GALICIA,BANCO COOPERATIVO ESPAÑOL ,BANCO SIMEON,BANCO GALLEGO,BANCO URQUIJO ,BANCO DE VASCONIA ,BANCO ESPIRITO SANTO ,DEXIA SABADELL BANCO LOCAL,BANCO DEPOSITARIO BBVA ,BANCO IXIS URQUIJO,CITIBANK ESPAÑA ,BANCOVAL ,BANCO DE CRÉDITO BALEAR,UNO-E BANK,GENERAL ELECTRIC CAPITAL BANK,SABADELL BANCA PRIVADA ,BANCO DE LA PEQUEÑA Y MEDIANA EMPRESA,BANKOA ,"BANCO DE FINANZAS E INVERSIONES, (FIBANC)",BANCO POPULAR HIPOTECARIO ,BANCA PUEYO,BANCO DE DEPÓSITOS,"JPMORGAN BANK, S.A.",BANCO ETCHEVERRÍA ,BANCOFAR ,BANCO HALIFAX HISPANIA,BANCOPOPULAR-E,POPULAR BANCA PRIVADA,BANCO DE SERVICIOS FINANCIEROS CAJA MADRID - MAPFRE,BANCO INVERSIÓN (*),BNP PARIBAS ESPAÑA ,EBN BANCO DE NEGOCIOS,BANCO INDUSTRIAL DE BILBAO ,BANCO CETELEM,UBS ESPAÑA,BANCO DE MADRID ,BANCO ALCALÁ ,BANCO INVERSIS NET,"FINANZIA, BANCO DE CRÉDITO ",ALTAE BANCO,BANCO DE EUROPA ,BANCO FINANTIA SOFINLOC ,PRIVAT BANK ,BANCO EUROPEO DE FINANZAS,BANCO CONDAL ,DEUTSCHE BANK CREDIT ,BANCO ÁRABE ESPAÑOL ,BANCO DE PROMOCIÓN DE NEGOCIOS ,BANQUE MAROCAINE DU COMMERCE EXTERIEUR INTERNATIONAL,ALLFUNDS BANK,BANCO LIBERTA,BANCO OCCIDENTAL ,BANCO DE ALBACETE ,BANCO ALICANTINO DE COMERCIO,TOTAL BANCOS
1. CAJA Y DEPÓSITOS EN BANCOS CENTRALES ..........................................................................................................,"26,94,942","22,63,190","7,77,979","5,90,997","7,06,743","2,16,062","2,07,680",0,"2,63,578","1,20,623","46,300","2,58,704","1,90,869","76,508","42,532","40,850","1,30,653","80,517","54,804","70,961","9,397","45,816","3,01,072","50,307","88,523","11,519","41,761","28,465",346,1,378,"57,942","7,072","26,860","17,322",171,"8,997","10,540","12,283","6,915",629,"12,456","7,186","3,053","9,762","5,091","19,010","2,221","1,486",101,,"3,806",218,28,15,"6,565","1,262",88,"2,343",18,"2,008",1,720,568,118,224,271,284,29,282,0,0,28,1,0,"96,40,051"
2. CARTERA DE NEGOCIACIÓN ..................................................................................................................................................................................,"3,31,16,228","1,19,50,463","32,58,754","92,549","20,68,067","22,63,904","19,516","2,55,207","44,053","40,006",0,"2,80,519","9,546","1,15,276",259,3,"99,237",176,0,"1,415","29,966","2,373","11,51,438",0,"1,019","1,59,933",477,"1,022",0,0,0,"5,965","2,107",582,3,0,0,"2,67,563",0,248,0,0,0,0,2,0,"21,326",1,0,0,,13,"8,020",0,0,"1,041",678,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,52,69,665"
2.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,326",0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,326"
2.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4. Valores representativos de deuda ..........................................................................................................,"1,89,20,698","50,14,226","10,92,404",959,"1,00,022","19,75,056",0,0,"27,901",0,0,"5,039",0,0,0,0,"57,094",0,0,0,0,0,"10,03,380",0,0,"1,50,100",0,0,0,0,0,0,281,0,0,0,0,"2,66,960",0,0,0,0,0,0,0,0,0,0,0,0,,0,"7,404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,86,21,524"
2.5. Otros instrumentos de capital ..........................................................................................................,"42,41,306","27,70,739","7,14,526",0,"15,54,989","1,31,872",824,0,0,0,0,0,0,0,0,0,"7,989",0,0,0,0,0,"46,027",0,0,11,0,0,0,0,0,0,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,537,0,0,0,0,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"94,70,247"
2.6. Derivados de negociación ......................................................................................................................................................................,"99,54,224","41,65,498","14,51,824","91,590","4,13,056","1,56,976","18,692","2,55,207","16,152","40,006",0,"2,75,480","9,546","1,15,276",259,3,"34,154",176,0,"1,415","29,966","2,373","1,02,031",0,"1,019","9,822",477,"1,022",0,0,0,"5,965","1,109",582,3,0,0,603,0,248,0,0,0,0,2,0,0,1,0,0,,13,79,0,0,"1,041",678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,71,56,568"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"1,01,20,641","46,63,766","8,18,370",0,"97,469","21,50,709",0,0,0,0,0,0,0,0,0,0,"57,000",0,0,0,0,0,"6,33,647",0,0,"1,46,949",0,0,0,0,0,992,0,0,0,0,0,"2,36,540",0,0,0,0,0,0,0,0,0,0,0,0,,0,"3,666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,89,29,749"
