Var,0182,0049,0030,0075,0081,0128,0072,0065,0093,0038,0224,1004,0019,0004,0129,0061,0036,0042,0073,0082,0231,0086,0097,0046,0130,0198,0094,0095,0223,0112,0131,0122,0227,0024,0057,0228,0138,0185,0078,0216,0142,0186,0059,0003,0125,0031,0217,0211,0229,0233,0232,0225,0063,0058,0220,0226,0113,0099,0009,0188,0133,0200,0021,0205,0011,0219,0132,0184,0115,0121,0136,0091,0083,
ACTIVO,BANCO BILBAO VIZCAYA ARGENTARIA,BANCO SANTANDER CENTRAL HISPANO ,BANCO ESPAÑOL DE CRÉDITO ,BANCO POPULAR ESPAÑOL ,BANCO SABADELL,BANKINTER ,BANCO PASTOR ,BARCLAYS BANK ,BANCO DE VALENCIA,BANESTO BANCO DE EMISIONES ,SANTANDER CONSUMER FINANCE,BANCO DE CRÉDITO LOCAL DE ESPAÑA,DEUTSCHE BANK S.A.E.,BANCO DE ANDALUCÍA,BBVA BANCO DE FINANCIACIÓN,BANCA MARCH,SANTANDER INVESTMENT,BANCO GUIPUZCOANO,OPEN BANK SANTANDER CONSUMER,BANCO DE CASTILLA ,DEXIA SABADELL BANCO LOCAL,BANCO BANIF,BANCO DE GALICIA,BANCO GALLEGO,BANCO CAIXA GERAL,BANCO COOPERATIVO ESPAÑOL ,RBC DEXIA INVESTOR SERVICES ESPAÑA,BANCO DE VASCONIA ,GENERAL ELECTRIC CAPITAL BANK,BANCO URQUIJO ,BANCO ESPIRITO SANTO ,CITIBANK ESPAÑA ,UNO-E BANK,BANCO DE CRÉDITO BALEAR,BANCO DEPOSITARIO BBVA ,CACEIS BANK ESPAÑA,BANKOA ,SABADELL BANCA PRIVADA ,BANCA PUEYO,BANCO POPULAR HIPOTECARIO ,BANCO DE LA PEQUEÑA Y MEDIANA EMPRESA,"BANCO DE FINANZAS E INVERSIONES, (FIBANC)",BANCO DE MADRID ,BANCO DE DEPÓSITOS,BANCOFAR ,BANCO ETCHEVERRÍA ,BANCO HALIFAX HISPANIA,EBN BANCO DE NEGOCIOS,BANCOPOPULAR-E,POPULAR BANCA PRIVADA,BANCO INVERSIS NET,BANCO CETELEM,BANCO DE SERVICIOS FINANCIEROS CAJA MADRID - MAPFRE,BNP PARIBAS ESPAÑA ,BANCO FINANTIA SOFINLOC ,UBS ESPAÑA,BANCO INDUSTRIAL DE BILBAO ,ALTAE BANCO,"FINANZIA, BANCO DE CRÉDITO ",BANCO ALCALÁ ,BANCO DE EUROPA ,PRIVAT BANK ,BANCO CONDAL ,DEUTSCHE BANK CREDIT ,ALLFUNDS BANK,BANQUE MAROCAINE DU COMMERCE EXTERIEUR INTERNATIONAL,BANCO DE PROMOCIÓN DE NEGOCIOS ,BANCO EUROPEO DE FINANZAS,BANCO LIBERTA,BANCO OCCIDENTAL ,BANCO ÁRABE ESPAÑOL ,BANCO DE ALBACETE ,BANCO ALICANTINO DE COMERCIO,TOTAL BANCOS
1. CAJA Y DEPÓSITOS EN BANCOS CENTRALES ..........................................................................................................,"45,52,632","16,47,594","2,45,344","4,50,374","6,04,820","3,64,699","3,40,340","2,18,107","72,491",0,"85,112","44,295","74,563","1,35,574","98,038","1,62,640","55,640","72,245","82,787","56,500","4,722","9,316","44,682","31,813","25,057","3,09,924","20,797","35,550","1,255","26,312","31,638","55,218","21,253","32,607",1,"2,621","11,533","6,059","12,273",92,"14,592","4,393","5,223","6,181","7,223","7,377","42,828","8,422","3,000","2,002","5,067",17,103,"4,907","1,026","22,078",39,"3,854",508,69,1,601,292,565,32,754,40,9,0,39,"1,758",0,0,"1,01,89,518"
2. CARTERA DE NEGOCIACIÓN ..................................................................................................................................................................................,"3,37,18,895","3,85,59,811","53,62,656","10,86,493","1,25,118","28,65,185","58,372","1,06,021","2,393","4,69,179","25,385","31,630","4,07,669","1,191","4,81,812","9,939","2,293","1,37,037",0,784,"74,079","1,17,341",418,"10,735",0,"14,69,169","4,14,753","3,596",0,"2,252","14,833","3,536",331,78,0,1,"3,657","2,987",512,0,"52,529",150,"1,329",0,404,128,0,"21,288",0,8,"36,403",0,0,17,98,"2,511",0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,"8,56,85,037"
2.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,87,842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,87,842"
2.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3. Crédito a la clientela ......................................................................................................................................................................,0,"3,94,132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,94,132"
2.4. Valores representativos de deuda ..........................................................................................................,"1,16,88,042","1,07,45,841","13,49,669","73,928","11,472","24,99,498","26,978","65,482",0,0,0,0,"2,976",0,0,0,0,"82,123",0,0,0,"6,179",0,0,0,"12,97,402",47,0,0,64,0,0,0,0,0,0,0,"2,939",0,0,"39,368",0,0,0,0,0,0,"17,695",0,0,"21,255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,79,30,958"
2.5. Otros instrumentos de capital ..........................................................................................................,"1,01,72,087","84,84,169","13,41,095","5,47,232",0,"2,48,202","5,768",0,0,0,0,0,0,0,0,"7,925",0,"27,189",0,0,0,0,0,0,0,"63,095","21,299",0,0,0,0,0,0,0,0,0,0,0,0,0,"10,577",0,0,0,0,128,0,"1,643",0,0,"15,126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,09,45,535"
2.6. Derivados de negociación ......................................................................................................................................................................,"1,18,58,766","1,89,35,669","26,71,892","4,65,333","1,13,646","1,17,485","25,626","40,539","2,393","4,69,179","25,385","31,630","4,04,693","1,191","4,81,812","2,014","2,293","27,725",0,784,"74,079","1,11,162",418,"10,735",0,"1,08,672","5,565","3,596",0,"2,188","14,833","3,536",331,78,0,1,"3,657",48,512,0,"2,584",150,"1,329",0,404,0,0,"1,950",0,8,22,0,0,17,98,"2,511",0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,"3,60,26,570"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"31,98,853","16,38,863","7,27,458","46,576",0,"26,32,855",0,0,0,0,0,0,0,0,0,0,0,"81,771",0,0,0,0,0,0,0,"10,95,479","3,74,989",0,0,0,0,0,0,0,0,0,0,0,0,0,"21,697",0,0,0,0,0,0,"3,843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"98,22,384"
